fuelType,rating,renterTripsTaken,reviewCount,location.city,location.country,location.latitude,location.longitude,location.state,owner.id,rate.daily,vehicle.make,vehicle.model,vehicle.type,vehicle.year
GASOLINE,4.82,112,96,Burlingame,US,37.593797,-122.363712,CA,487015,79,BMW,3 Series,car,2015
GASOLINE,4.99,101,95,San Bruno,US,37.619206,-122.417973,CA,4351833,135,Chevrolet,Corvette Stingray,car,2014
GASOLINE,4.97,179,154,South San Francisco,US,37.640932,-122.404405,CA,1122675,198,Porsche,718 Boxster,car,2017
GASOLINE,4.98,163,141,South San Francisco,US,37.642082,-122.403753,CA,1122675,248,Porsche,911,car,2013
GASOLINE,5,12,9,San Mateo,US,37.572865,-122.336241,CA,11857825,33,Kia,Forte,car,2011
GASOLINE,,1,0,San Mateo,US,37.573811,-122.335439,CA,11857825,56,BMW,3 Series,car,2014
GASOLINE,4.95,108,97,South San Francisco,US,37.641998,-122.40438,CA,1122675,298,Porsche,911,car,2017
ELECTRIC,4.94,62,51,San Francisco,US,37.758597,-122.418116,CA,9474186,109,Tesla,Model 3,car,2018
GASOLINE,4.84,111,89,Burlingame,US,37.594019,-122.363683,CA,487015,99,Jeep,Grand Cherokee,suv,2014
GASOLINE,5,13,12,South San Francisco,US,37.667207,-122.401688,CA,6335822,100,Mazda,MX-5 Miata,car,2016
ELECTRIC,4.89,67,57,San Francisco,US,37.808102,-122.410535,CA,845680,80,Tesla,Model 3,car,2018
ELECTRIC,5,60,58,San Francisco,US,37.78618,-122.413701,CA,8490197,126,Tesla,Model 3,car,2018
GASOLINE,4.87,128,108,Burlingame,US,37.593974,-122.363567,CA,487015,89,Jeep,Wrangler,suv,2015
HYBRID,4.9,132,109,San Bruno,US,37.6345,-122.411033,CA,4993965,34,Honda,Civic,car,2008
GASOLINE,4.8,18,15,San Bruno,US,37.632164,-122.412087,CA,4993965,34,Toyota,Yaris,car,2009
ELECTRIC,4.91,325,248,San Francisco,US,37.759321,-122.427349,CA,5207578,100,Tesla,Model 3,car,2017
GASOLINE,,0,0,Oakland,US,37.7124,-122.218984,CA,7973567,72,BMW,5 Series,car,2014
GASOLINE,5,25,24,Burlingame,US,37.593503,-122.364296,CA,487015,99,Jeep,Grand Cherokee,suv,2015
GASOLINE,4.87,78,67,San Bruno,US,37.634326,-122.4108,CA,4993965,36,Honda,Civic,car,2008
GASOLINE,,0,0,San Francisco,US,37.748988,-122.389421,CA,11584909,220,Mercedes-Benz,S-Class,car,2018
ELECTRIC,4.94,83,70,San Mateo,US,37.541045,-122.30839,CA,1682069,74,Tesla,Model S,car,2015
ELECTRIC,4.47,25,19,San Francisco,US,37.762646,-122.398954,CA,2132981,99,Tesla,Model S,car,2013
GASOLINE,5,9,8,San Mateo,US,37.521252,-122.330372,CA,5318280,90,Infiniti,QX60,suv,2016
GASOLINE,4.92,44,39,South San Francisco,US,37.64076,-122.403989,CA,1122675,198,Porsche,Macan,suv,2015
GASOLINE,4.94,20,18,Burlingame,US,37.591536,-122.338554,CA,1421068,89,Toyota,4Runner,suv,2019
GASOLINE,5,90,77,South San Francisco,US,37.641523,-122.404658,CA,1122675,198,Porsche,Macan,suv,2015
GASOLINE,4.95,131,113,South San Francisco,US,37.64099,-122.404496,CA,1122675,198,Porsche,Macan,suv,2015
GASOLINE,5,5,5,San Mateo,US,37.570124,-122.331525,CA,14956396,65,Nissan,370Z,car,2013
GASOLINE,4.83,50,48,South San Francisco,US,37.641655,-122.404634,CA,1122675,198,Porsche,Cayenne,suv,2016
GASOLINE,4.86,41,37,South San Francisco,US,37.641912,-122.40499,CA,1122675,198,Porsche,Macan,suv,2017
GASOLINE,4.9,31,30,San Bruno,US,37.620548,-122.416872,CA,4351833,379,Audi,R8,car,2011
HYBRID,4.8,19,15,San Francisco,US,37.768978,-122.411484,CA,3955019,60,Ford,Fusion Energi,car,2017
GASOLINE,4.98,56,51,Sausalito,US,37.875663,-122.520419,CA,4911711,108,Mercedes-Benz,C-Class,car,2018
GASOLINE,4.89,57,53,South San Francisco,US,37.642093,-122.403813,CA,1122675,248,Porsche,Cayenne,suv,2016
GASOLINE,4.56,33,16,Millbrae,US,37.594724,-122.38826,CA,1326611,36,Toyota,Yaris,car,2015
HYBRID,4.84,83,62,San Francisco,US,37.758066,-122.428422,CA,5207578,109,Toyota,Prius Prime,car,2017
GASOLINE,4.88,12,8,Mountain View,US,37.408923,-122.084555,CA,2495397,69,Mercedes-Benz,GLE-Class,suv,2016
GASOLINE,,1,0,San Bruno,US,37.606629,-122.426543,CA,14833905,66,Ford,Mustang,car,2018
ELECTRIC,4.97,40,35,Oakland,US,37.820869,-122.249988,CA,3883774,175,Tesla,Model X,suv,2017
HYBRID,4.94,87,70,South San Francisco,US,37.650183,-122.391603,CA,5361818,50,Toyota,Prius,car,2016
GASOLINE,5,3,3,San Mateo,US,37.545868,-122.283389,CA,11072470,60,BMW,X3,suv,2017
ELECTRIC,4.93,116,102,San Francisco,US,37.775931,-122.390396,CA,1561528,120,Tesla,Model S,car,2017
GASOLINE,5,55,49,South San Francisco,US,37.647666,-122.453694,CA,91105,174,Jaguar,F-TYPE,car,2018
GASOLINE,4.68,49,38,Millbrae,US,37.58844,-122.411838,CA,519460,78,GMC,Acadia,suv,2010
GASOLINE,5,37,33,San Bruno,US,37.619886,-122.416281,CA,4351833,248,Porsche,911,car,2013
ELECTRIC,5,7,6,Healdsuburg,US,38.609988,-122.871765,CA,658808,135,Tesla,Model 3,car,2018
GASOLINE,5,12,10,Pacifica,US,37.595076,-122.479042,CA,8579071,70,Honda,Odyssey,minivan,2015
GASOLINE,5,1,1,San Francisco,US,37.748901,-122.389857,CA,11584909,400,Mercedes-Benz,S-Class,car,2016
GASOLINE,5,9,8,San Bruno ,US,37.631218,-122.412291,CA,10905691,129,BMW,4 Series,car,2018
ELECTRIC,5,12,9,San Bruno,US,37.626206,-122.406035,CA,9474186,149,Tesla,Model 3,car,2019
GASOLINE,4.71,35,21,San Francisco,US,37.758913,-122.428891,CA,5207578,60,Dodge,Grand Caravan,minivan,2015
GASOLINE,5,1,1,Calistoga,US,38.592527,-122.599399,CA,10880232,95,Toyota,Tundra,truck,2017
GASOLINE,5,24,13,Burlingame,US,37.589659,-122.340808,CA,85053,599,Ferrari,California,car,2012
ELECTRIC,4.97,48,38,San Francisco,US,37.774016,-122.390024,CA,1561528,110,Tesla,Model 3,car,2018
ELECTRIC,,0,0,Springfield,US,37.251766,-93.265016,MO,15669245,120,Tesla,Model 3,car,2020
GASOLINE,,0,0,Republic,US,37.103778,-93.454777,MO,1915471,99,Jeep,Wrangler,suv,2018
GASOLINE,5,11,11,Springfield,US,37.252018,-93.265087,MO,14348234,50,Lincoln,MKC,suv,2015
GASOLINE,5,3,1,Springfield,US,37.189499,-93.248003,MO,9179533,45,Chevrolet,HHR,car,2010
GASOLINE,,0,0,Nixa,US,37.079793,-93.288812,MO,15366583,65,Toyota,Tundra,truck,2011
GASOLINE,5,7,7,Nixa,US,37.055421,-93.252292,MO,2051239,99,Jeep,Wrangler,suv,2009
ELECTRIC,4.97,36,34,San Jose,US,37.236292,-121.796013,CA,10927183,99,Tesla,Model S,car,2017
GASOLINE,5,2,2,San Jose,US,37.318992,-121.976264,CA,1920261,30,Honda,Odyssey,minivan,2008
GASOLINE,5,5,5,San Jose,US,37.406713,-121.940476,CA,4631371,130,Audi,S5,car,2018
GASOLINE,5,28,27,San Jose,US,37.402377,-121.86187,CA,5669087,69,Infiniti,QX60,suv,2016
GASOLINE,5,7,7,Santa Clara,US,37.326,-121.971975,CA,12716289,70,Mazda,MX-5 Miata,car,2016
ELECTRIC,5,12,12,Cupertino,US,37.32693,-122.005416,CA,12716289,70,Tesla,Model 3,car,2017
ELECTRIC,5,11,8,San Jose,US,37.399094,-121.924493,CA,7794282,89,Tesla,Model S,car,2013
GASOLINE,5,5,5,Sunnyvale,US,37.384873,-122.02086,CA,1648803,56,Mercedes-Benz,CLA-Class,car,2018
HYBRID,,0,0,San Jose,US,37.350213,-121.890861,CA,7034848,40,Toyota,Prius,car,2014
GASOLINE,5,5,4,Campbell,US,37.283449,-121.947777,CA,1386018,88,Audi,S5,car,2018
GASOLINE,4.96,35,26,San Jose,US,37.348172,-121.929241,CA,703007,89,Jeep,Wrangler JK,suv,2018
GASOLINE,5,23,19,Sunnyvale,US,37.373287,-122.050495,CA,13709948,118,Porsche,718 Boxster,car,2017
ELECTRIC,5,16,15,San Jose,US,37.265879,-121.94082,CA,287294,48,Chevrolet,Bolt EV,car,2017
GASOLINE,4.8,6,5,San Jose,US,37.400747,-121.919623,CA,4706302,100,BMW,X5,suv,2019
GASOLINE,4.93,32,29,San Jose,US,37.372191,-121.924834,CA,8903606,79,Chevrolet,Suburban,suv,2013
ELECTRIC,5,4,3,San Jose,US,37.357362,-121.878298,CA,10595190,159,Tesla,Model S,car,2018
HYBRID,5,18,14,San Jose,US,37.310842,-121.910647,CA,1095222,38,Toyota,Prius Prime,car,2017
HYBRID,4.9,92,73,San Jose,US,37.367573,-121.819019,CA,785391,54,Toyota,Prius Prime,car,2017
ELECTRIC,5,45,42,Los Gatos,US,37.242819,-121.932302,CA,10021197,100,Tesla,Model 3,car,2018
ELECTRIC,5,6,5,San Jose,US,37.274075,-121.889666,CA,14941319,90,Tesla,Model 3,car,2020
GASOLINE,5,27,20,San Jose,US,37.402182,-121.860545,CA,5669087,49,Toyota,RAV4,suv,2015
GASOLINE,5,14,12,Sunnyvale,US,37.371558,-122.050584,CA,13709948,118,Porsche,Boxster,car,2013
ELECTRIC,5,21,21,San Jose,US,37.317749,-121.769232,CA,416137,119,Tesla,Model 3,car,2018
ELECTRIC,5,9,8,San Jose,US,37.403089,-121.847671,CA,3979917,125,Tesla,Model 3,car,2019
GASOLINE,5,11,9,Sunnyvale,US,37.346308,-122.052348,CA,1133759,87,Maserati,Ghibli,car,2017
,5,7,4,Palo Alto,US,37.41154,-122.12344,CA,3163110,79,Tesla,Model 3,car,2018
,5,4,3,San Jose,US,37.370745,-121.926598,CA,8903606,109,Polaris,Slingshot,car,2016
GASOLINE,,1,0,San Jose,US,37.249842,-121.795711,CA,10364754,71,Audi,Q7,suv,2014
HYBRID,5,14,13,San Jose,US,37.326636,-121.766932,CA,3898612,62,Toyota,Prius Prime,car,2019
GASOLINE,5,51,49,San Jose,US,37.33094,-121.790797,CA,6657159,190,Jaguar,F-TYPE,car,2014
ELECTRIC,5,1,1,Morgan Hill,US,37.137339,-121.655931,CA,15463512,90,Tesla,Model 3,car,2020
ELECTRIC,4.97,32,30,SANTA CLARA,US,37.362982,-121.982016,CA,313105,139,Tesla,Model X,suv,2017
GASOLINE,5,29,28,San Jose,US,37.309217,-121.910272,CA,1095222,58,Honda,Odyssey,minivan,2019
,4.87,20,15,Foster City,US,37.562993,-122.269139,CA,3163110,79,Tesla,Model 3,car,2019
GASOLINE,5,27,26,Los Gatos,US,37.222707,-121.98737,CA,11587588,114,Audi,RS 3,car,2018
ELECTRIC,5,10,8,San Jose,US,37.421397,-121.859441,CA,4302068,140,Tesla,Model S,car,2014
GASOLINE,5,1,1,Santa Clara,US,37.340968,-121.979275,CA,14390945,180,BMW,M4,car,2016
GASOLINE,5,14,12,San Jose,US,37.330328,-121.887143,CA,177704,55,BMW,3 Series,car,2011
GASOLINE,5,4,4,San Jose,US,37.309761,-121.91739,CA,10146724,240,Porsche,718 Cayman,car,2018
,4.4,8,5,Palo Alto,US,37.417321,-122.131238,CA,3163110,79,Tesla,Model 3,car,2019
GASOLINE,4.75,64,53,Sunnyvale,US,37.372723,-122.050297,CA,2495397,49,INFINITI,Q50,car,2018
GASOLINE,5,3,2,San Jose,US,37.405288,-121.939558,CA,4631371,62,BMW,X3,suv,2014
ELECTRIC,5,64,55,Santa Clara,US,37.36353,-121.982078,CA,313105,89,Tesla,Model 3,car,2018
GASOLINE,5,37,31,Fremont,US,37.503564,-121.961222,CA,333431,139,Chevrolet,Corvette Stingray,car,2014
GASOLINE,4.78,41,27,San Jose,US,37.368573,-121.819114,CA,785391,63,BMW,3 Series,car,2016
GASOLINE,5,7,5,San Jose,US,37.332884,-121.896529,CA,7985834,85,Jeep,Wrangler Unlimited,suv,2019
GASOLINE,4.93,88,74,San Jose,US,37.426358,-121.970598,CA,861192,159,Porsche,911,car,2014
GASOLINE,4.85,47,39,Daly City,US,37.687116,-122.469936,CA,5529694,46,BMW,3 Series,car,2009
GASOLINE,4.92,96,85,San Jose,US,37.335208,-121.895074,CA,7440180,44,Honda,Odyssey,minivan,2015
,4.5,14,8,Foster City,US,37.569326,-122.275737,CA,3163110,79,Tesla,Model 3,car,2019
GASOLINE,4.93,65,57,San Jose,US,37.333073,-121.896368,CA,7985834,49,Mercedes-Benz,C-Class,car,2009
GASOLINE,5,26,24,Mountain View,US,37.396003,-122.095531,CA,8283760,79,Mercedes-Benz,SLK-Class,car,2012
GASOLINE,5,21,19,San Jose,US,37.324529,-121.89245,CA,8826386,85,Jeep,Wrangler Unlimited,suv,2019
GASOLINE,5,44,38,San Jose,US,37.369661,-121.921184,CA,8709542,40,Lexus,RX 350,suv,2010
GASOLINE,4.8,29,20,San Francisco,US,37.803352,-122.427233,CA,171725,49,Ford,Mustang,car,2010
GASOLINE,5,4,3,San Jose,US,37.406415,-121.84542,CA,3979917,125,Porsche,Cayenne,suv,2014
ELECTRIC,,0,0,Milpitas,US,37.410731,-121.897677,CA,3380390,200,Tesla,Model 3,car,2020
GASOLINE,5,18,14,San Jose,US,37.340238,-121.886046,CA,5529694,39,BMW,X5,suv,2008
GASOLINE,,0,0,Milpitas,US,37.40625,-121.907476,CA,2624546,350,Chevrolet,Corvette,car,2020
GASOLINE,4.83,65,47,San Jose,US,37.309134,-121.967194,CA,1095222,33,Honda,Civic,car,2012
GASOLINE,5,59,51,Campbell,US,37.287473,-121.959897,CA,6044994,199,BMW,M4,car,2018
GASOLINE,4.97,33,29,San Jose,US,37.262292,-121.879121,CA,1352583,30,Mazda,3,car,2018
GASOLINE,4.84,63,51,San Jose,US,37.309319,-121.910511,CA,1095222,38,Honda,Odyssey,minivan,2014
GASOLINE,4.91,46,44,San Jose,US,37.334621,-121.895638,CA,7440180,72,Honda,Odyssey,minivan,2019
GASOLINE,4.84,22,19,Sunnyvale,US,37.372612,-122.050277,CA,13709948,82,Ford,Mustang,car,2017
GASOLINE,4.78,10,9,San Jose,US,37.242363,-121.800051,CA,3540258,518,Ferrari,California,car,2012
ELECTRIC,,0,0,Sunnyvale,US,37.398655,-122.012553,CA,6388778,94,Tesla,Model 3,car,2018
GASOLINE,4.92,66,49,San Jose,US,37.308165,-121.966932,CA,1095222,36,Honda,Odyssey,minivan,2013
GASOLINE,4.99,111,109,San Jose,US,37.363828,-121.814071,CA,6326436,87,Subaru,WRX,car,2018
HYBRID,4.93,44,30,San Jose,US,37.308988,-121.911061,CA,1095222,38,Toyota,Prius,car,2016
GASOLINE,4.94,73,66,San Jose,US,37.362168,-121.813146,CA,6326436,86,Subaru,Ascent,suv,2019
GASOLINE,5,13,8,Sunnyvale,US,37.348694,-122.052112,CA,1133759,80,BMW,4 Series,car,2015
GASOLINE,5,1,1,San Jose,US,37.308996,-121.916397,CA,10146724,80,Land Rover,Discovery Sport,suv,2016
ELECTRIC,4.96,35,26,Santa Clara,US,37.351853,-121.953557,CA,666668,79,Tesla,Model 3,car,2019
ELECTRIC,4.94,38,32,Santa Clara,US,37.351824,-121.952282,CA,666668,79,Tesla,Model 3,car,2018
ELECTRIC,4.83,132,105,San Jose,US,37.372469,-121.879871,CA,1006571,138,Tesla,Model X,suv,2017
GASOLINE,4.91,11,11,San Jose,US,37.325672,-121.891347,CA,8826386,69,Audi,A3,car,2016
HYBRID,,2,0,San Jose,US,37.334765,-121.896289,CA,7440180,88,Toyota,Highlander Hybrid,suv,2020
ELECTRIC,5,1,1,San Jose,US,37.311668,-121.90472,CA,169205,40,FIAT,500e,car,2017
GASOLINE,5,8,8,San Jose,US,37.334889,-121.887143,CA,14408517,70,BMW,4 Series Gran Coupe,car,2016
GASOLINE,5,5,5,Sunnyvale,US,37.366943,-122.013318,CA,10443605,85,Mercedes-Benz,GL-Class,suv,2014
GASOLINE,4.92,46,37,San Jose,US,37.367738,-121.819474,CA,785391,40,Acura,ILX,car,2013
GASOLINE,5,3,3,Milpitas,US,37.404565,-121.894116,CA,8441720,105,BMW,M3,car,2016
GASOLINE,5,20,16,San Jose,US,37.251177,-121.875524,CA,299942,75,BMW,4 Series,car,2018
,4.98,75,65,San Jose,US,37.301997,-122.027053,CA,3141071,99,Tesla,Model 3,car,2018
GASOLINE,4.94,42,35,Santa Clara,US,37.351782,-121.952163,CA,666668,79,BMW,4 Series,car,2018
GASOLINE,5,6,6,San Jose,US,37.300276,-121.804458,CA,5930685,95,Porsche,Boxster,car,2014
GASOLINE,5,47,42,San Jose,US,37.340363,-121.886026,CA,5529694,45,BMW,3 Series,car,2008
GASOLINE,4.94,41,34,San Jose,US,37.339595,-121.886177,CA,5529694,44,BMW,3 Series,car,2007
GASOLINE,5,1,1,Fremont,US,37.516892,-121.969135,CA,1472763,68,Audi,S4,car,2012
ELECTRIC,5,1,1,San Jose,US,37.312602,-121.976758,CA,4151001,119,Tesla,Model 3,car,2018
GASOLINE,4.92,106,87,San Jose,US,37.367029,-121.81867,CA,785391,49,Toyota,Sienna,minivan,2011
GASOLINE,4.96,54,45,San Jose,US,37.335018,-121.895117,CA,7440180,50,Toyota,Highlander,suv,2010
GASOLINE,5,1,1,Morgan Hill,US,37.140997,-121.644981,CA,14657446,100,Chevrolet,Tahoe,suv,2016
GASOLINE,4.94,42,35,San Jose,US,37.341168,-121.886768,CA,5529694,45,BMW,X3,suv,2008
GASOLINE,4.98,98,89,San Jose,US,37.364328,-121.814004,CA,7972558,45,Ford,Mustang,car,2014
GASOLINE,5,6,3,Sunnyvale,US,37.342184,-121.996047,CA,10806906,90,Volvo,XC90,suv,2018
ELECTRIC,,1,0,Mountain View,US,37.391521,-122.047284,CA,11796885,84,Tesla,Model 3,car,2019
GASOLINE,4.98,46,45,Los Gatos,US,37.242441,-121.931066,CA,10021197,155,Dodge,Challenger,car,2016
GASOLINE,5,2,2,San Jose,US,37.270226,-121.810474,CA,516526,149,BMW,M6,car,2007
GASOLINE,4.93,37,29,Sunnyvale,US,37.371738,-122.056386,CA,912355,60,Jeep,Renegade,suv,2017
GASOLINE,,0,0,Menlo Park,US,37.469458,-122.166603,CA,15477698,180,Mercedes-Benz,GLE-Class Coupe,suv,2017
GASOLINE,4.89,95,81,Santa Clara,US,37.351817,-121.952155,CA,666668,69,Mercedes-Benz,SLK-Class,car,2015
GASOLINE,4.5,8,8,Orem,US,40.316786,-111.704972,UT,15334925,40,Subaru,Outback,suv,2018
ELECTRIC,5,59,56,Salt Lake City,US,40.715668,-111.859758,UT,5101775,150,Tesla,Model 3,car,2018
GASOLINE,4.8,6,5,Orem,US,40.316431,-111.706505,UT,15334925,30,Ford,Escape,suv,2013
ELECTRIC,5,11,10,South Jordan,US,40.542469,-112.041241,UT,928293,120,Tesla,Model S,car,2016
GASOLINE,4.97,40,35,Salt Lake City,US,40.767787,-111.958009,UT,3047996,100,Dodge,Challenger,car,2018
GASOLINE,5,19,16,Salt Lake City,US,40.773864,-111.890684,UT,4093629,125,Porsche,Panamera,car,2018
DIESEL,4.98,61,57,Bountiful,US,40.876404,-111.896771,UT,1792640,38,Volkswagen,Jetta,car,2012
ELECTRIC,5,56,53,Salt Lake City,US,40.713886,-111.859185,UT,5101775,130,Tesla,Model S,car,2015
HYBRID,5,21,19,Salt Lake City,US,40.674651,-111.951798,UT,7902523,37,Toyota,Prius v,car,2013
HYBRID,5,1,1,Salt Lake City,US,40.733254,-111.859419,UT,15649383,42,Ford,Fusion Hybrid,car,2018
ELECTRIC,5,10,9,Riverton,US,40.513909,-111.958774,UT,5575852,117,Tesla,Model 3,car,2019
GASOLINE,5,18,15,Salt Lake City,US,40.796697,-111.933949,UT,11306288,60,Honda,Pilot,suv,2013
GASOLINE,5,15,15,Centerville,US,40.937208,-111.885777,UT,9589027,52,Audi,A4,car,2011
GASOLINE,5,7,6,North Salt Lake,US,40.835628,-111.910974,UT,9982770,36,Toyota,Corolla,car,2015
GASOLINE,5,28,28,Salt Lake City,US,40.767416,-111.890173,UT,9221275,96,Jeep,Grand Cherokee,suv,2016
ELECTRIC,4.95,49,44,Draper,US,40.528383,-111.915768,UT,642492,125,Tesla,Model 3,car,2019
ELECTRIC,5,22,20,Lehi,US,40.369322,-111.845241,UT,8538138,187,Tesla,Model S,car,2016
GASOLINE,4.91,13,11,Draper,US,40.520609,-111.889763,UT,3396013,75,GMC,Yukon XL,suv,2009
ELECTRIC,5,20,18,Farmington,US,40.989125,-111.910929,UT,11451142,110,Tesla,Model 3,car,2019
GASOLINE,4.95,23,20,Lehi,US,40.430262,-111.850355,UT,10677949,92,Ford,F-150,truck,2014
GASOLINE,5,8,5,Salt Lake City,US,40.676004,-111.950785,UT,7902523,50,Dodge,Grand Caravan,minivan,2018
GASOLINE,5,34,31,Salt Lake City,US,40.713189,-111.834034,UT,4425885,75,Toyota,Tundra,truck,2018
GASOLINE,5,42,42,Bountiful,US,40.875469,-111.896235,UT,1792640,49,Toyota,Sienna,minivan,2008
GASOLINE,5,5,4,Park City,US,40.685449,-111.549624,UT,14903235,103,Lexus,GX 460,suv,2017
GASOLINE,5,22,18,Riverton,US,40.512969,-111.96002,UT,5575852,75,Infiniti,QX60,suv,2015
GASOLINE,5,5,5,South Jordan,US,40.551861,-111.983338,UT,1985680,140,Audi,RS 5,car,2013
GASOLINE,5,9,7,Salt Lake City,US,40.767654,-111.904183,UT,4325673,79,Audi,Q7,suv,2015
GASOLINE,5,3,3,Springville,US,40.157571,-111.594216,UT,3084401,66,Ford,F-150,truck,2016
GASOLINE,5,1,1,Orem,US,40.276961,-111.690808,UT,2450744,109,Chevrolet,Suburban,suv,2017
GASOLINE,4.93,15,15,American Fork,US,40.374741,-111.787781,UT,4395586,59,Jeep,Wrangler,suv,2014
ELECTRIC,5,4,3,Salt Lake City,US,40.715853,-111.85904,UT,5101775,170,Tesla,Model Y,suv,2020
ELECTRIC,5,11,9,Park City,US,40.646813,-111.490234,UT,5348628,130,Tesla,Model 3,car,2018
ELECTRIC,5,3,2,Eagle Mountain,US,40.364713,-111.96621,UT,397761,150,Tesla,Model Y,suv,2020
GASOLINE,5,4,4,Salt Lake City,US,40.714389,-111.832749,UT,10648568,74,Toyota,Highlander,suv,2017
GASOLINE,5,20,17,Bountiful,US,40.875159,-111.895532,UT,1792640,64,Kia,Sedona,minivan,2016
GASOLINE,5,63,57,Alpine,US,40.453749,-111.792497,UT,7791670,86,Jeep,Wrangler,suv,2018
GASOLINE,5,7,7,Salt Lake City,US,40.713711,-111.831253,UT,10648568,36,Subaru,Legacy,car,2012
GASOLINE,4.91,40,35,Midvale,US,40.615873,-111.887989,UT,3270775,45,Honda,Odyssey,minivan,2009
GASOLINE,5,8,8,Orem,US,40.276252,-111.691194,UT,2450744,66,Ford,Explorer,suv,2017
ELECTRIC,5,9,9,Murray,US,40.668751,-111.888054,UT,11681346,94,Tesla,Model 3,car,2019
GASOLINE,5,18,17,American Fork,US,40.375048,-111.787715,UT,4395586,59,Jeep,Wrangler,suv,2014
GASOLINE,4.92,45,39,Lehi,US,40.398169,-111.830631,UT,7507434,65,Kia,Sedona,minivan,2016
GASOLINE,4.95,43,37,Salt Lake City,US,40.774987,-111.902495,UT,10328194,56,Honda,Pilot,suv,2007
GASOLINE,5,2,1,Lehi,US,40.370115,-111.845786,UT,8538138,145,Land Rover,Range Rover Sport,suv,2014
GASOLINE,5,19,16,Sandy,US,40.583411,-111.812843,UT,9673004,78,Jeep,Wrangler,suv,2016
GASOLINE,5,6,4,Grantsville,US,40.588759,-112.427658,UT,4426010,108,Chevrolet,Suburban,suv,2016
ELECTRIC,,0,0,Kaysville,US,41.017876,-111.923556,UT,11024369,179,Tesla,Model 3,car,2020
GASOLINE,5,5,5,Orem,US,40.27644,-111.691747,UT,2450744,57,Dodge,Grand Caravan,minivan,2018
ELECTRIC,4.9,12,10,Orem,US,40.321828,-111.710468,UT,11465849,150,Tesla,Model 3,car,2017
GASOLINE,5,7,7,Lehi,US,40.392162,-111.905981,UT,14846356,24,Nissan,Versa,car,2015
GASOLINE,5,10,10,Orem,US,40.276496,-111.690883,UT,2450744,52,Kia,Sorento,suv,2018
GASOLINE,5,1,1,Orem,US,40.276376,-111.691502,UT,2450744,34,Dodge,Dart,car,2015
GASOLINE,5,36,24,South Jordan,US,40.54003,-112.028173,UT,8416877,45,Subaru,Outback,suv,2014
GASOLINE,5,8,6,Salt Lake City,US,40.71265,-111.833596,UT,4425885,68,GMC,Sierra 1500,truck,2017
GASOLINE,,0,0,Herriman,US,40.478923,-111.978439,UT,2789802,71,BMW,3 Series,car,2016
GASOLINE,5,26,24,Salt Lake City,US,40.714504,-111.833115,UT,4425885,79,Jeep,Wrangler Unlimited,suv,2019
DIESEL,4.96,29,26,Millcreek,US,40.680999,-111.888627,UT,9613626,42,Volkswagen,Jetta,car,2011
GASOLINE,4.95,43,38,Salt Lake City,US,40.768103,-111.904682,UT,4325673,86,Jaguar,XE,car,2017
GASOLINE,4.94,61,53,South Salt Lake,US,40.723447,-111.89464,UT,9875430,199,Chevrolet,Corvette Stingray,car,2014
DIESEL,5,2,1,Saratoga Springs,US,40.405469,-111.935898,UT,15148559,85,Ford,F-150,truck,2018
GASOLINE,5,2,2,Salt Lake City,US,40.712446,-111.834396,UT,4425885,55,Audi,A4,car,2015
GASOLINE,4.97,41,36,Lehi,US,40.436527,-111.881775,UT,8863555,131,GMC,Yukon XL,suv,2015
GASOLINE,5,16,14,South Jordan,US,40.54998,-111.898013,UT,8810918,84,Nissan,Armada,suv,2019
DIESEL,5,14,11,Salt Lake City,US,40.787428,-111.982606,UT,13267500,158,Mercedes-Benz,Sprinter,van,2018
GASOLINE,5,11,8,Salt Lake City,US,40.723439,-111.839846,UT,750786,59,Acura,TLX,car,2018
ELECTRIC,,0,0,Provo,US,40.294604,-111.650024,UT,3016050,159,Tesla,Model 3,car,2020
GASOLINE,4.91,99,65,Orem,US,40.296115,-111.668666,UT,3184754,79,Jeep,Wrangler,suv,2014
GASOLINE,5,16,14,Kaysville,US,41.018072,-111.924576,UT,11024369,70,Ford,Explorer,suv,2017
GASOLINE,,1,0,Holladay,US,40.645264,-111.838805,UT,7600386,100,Dodge,Durango,suv,2014
GASOLINE,5,3,2,Saratoga Springs,US,40.302774,-111.886329,UT,5085897,65,Toyota,Sienna,minivan,2012
GASOLINE,4.97,43,38,Sandy,US,40.602779,-111.85511,UT,7714710,35,Volkswagen,Rabbit,car,2009
GASOLINE,5,7,6,Salt Lake City,US,40.766864,-111.905972,UT,1422171,80,Ford,Transit Van,van,2015
GASOLINE,4.89,9,9,Salt Lake City,US,40.726169,-111.838182,UT,11271961,62,Nissan,Armada,suv,2012
GASOLINE,5,25,24,Farmington,US,40.980472,-111.92048,UT,8739739,44,FIAT,500L,car,2014
GASOLINE,4.91,57,34,Orem,US,40.294875,-111.668561,UT,3184754,79,Jeep,Wrangler,suv,2016
GASOLINE,5,3,1,Holladay,US,40.663524,-111.826503,UT,2433991,110,Audi,Q7,suv,2015
GASOLINE,4.93,17,15,American Fork,US,40.374573,-111.787698,UT,4395586,42,Ford,Escape,suv,2013
ELECTRIC,5,14,13,North Salt Lake,US,40.858315,-111.900418,UT,14678809,84,Tesla,Model 3,car,2018
GASOLINE,5,2,1,South Jordan,US,40.571284,-111.910224,UT,9957045,49,Subaru,Legacy,car,2017
GASOLINE,5,44,31,Salt Lake City,US,40.656196,-111.978134,UT,8826367,48,Infiniti,Q50,car,2014
